"Duration","Start Time","Profile Name","Country","Bookmark","Latest Bookmark","Supplemental Video Type","Attributes","Device Type","Title"
"00:33:05","2025-07-14 06:03:32","Fiona","TW (Taiwan)","00:31:48","00:31:48","","","Edge OSS - Windows (Cadmium)","Bitch and Rich: Season 1: By Birth (Episode 1)"
"00:00:13","2025-07-14 06:02:40","Fiona","TW (Taiwan)","00:00:13","00:00:13","TRAILER","Autoplayed: user action: None; ","Edge OSS - Windows (Cadmium)","Trailer: SpongeBob: Get Cooking"
"00:29:31","2025-07-14 04:41:20","Celine","TW (Taiwan)","00:31:05","Not latest view","","","Chrome PC (Cadmium)","蠻好的人生：第 1 季：第 36 集（第 36 集）"
"00:04:39","2025-07-14 01:47:25","Santo","IN (India)","00:04:39","Not latest view","","","DefaultWidevineAndroidPhone","Dark Desire: Season 1: What Do You Know About Darío Guerra? (Episode 5)"
"00:04:43","2025-07-14 01:42:42","Santo","IN (India)","00:32:09","00:32:09","","","DefaultWidevineAndroidPhone","Dark Desire: Season 1: Love, That Word (Episode 4)"
"00:06:59","2025-07-13 20:54:59","Santo","IN (India)","00:27:27","Not latest view","","","DefaultWidevineAndroidPhone","Dark Desire: Season 1: Love, That Word (Episode 4)"
"00:07:57","2025-07-13 17:18:12","Santo","VN (Vietnam)","00:20:28","Not latest view","","","DefaultWidevineAndroidPhone","Dark Desire: Season 1: Love, That Word (Episode 4)"
"00:00:20","2025-07-13 17:08:17","Celine","TW (Taiwan)","00:01:34","Not latest view","","Autoplayed: user action: None; ","Chrome PC (Cadmium)","蠻好的人生：第 1 季：第 36 集（第 36 集）"
"00:16:53","2025-07-13 16:37:47","Celine","TW (Taiwan)","00:43:08","00:43:08","","","Chrome PC (Cadmium)","蠻好的人生：第 1 季：第 35 集（第 35 集）"
"00:11:24","2025-07-13 15:30:25","Santo","VN (Vietnam)","00:12:31","Not latest view","","","DefaultWidevineAndroidPhone","Dark Desire: Season 1: Love, That Word (Episode 4)"
"00:10:14","2025-07-13 15:28:14","Fiona","TW (Taiwan)","00:19:21","00:19:21","","","Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad","The Princess’s Gambit: Season 1: Episode 28 (Episode 28)"
"00:19:47","2025-07-13 11:51:22","Celine","TW (Taiwan)","00:26:14","Not latest view","","","Chrome PC (Cadmium)","蠻好的人生：第 1 季：第 35 集（第 35 集）"
"00:05:00","2025-07-13 10:33:25","Celine","TW (Taiwan)","00:06:27","Not latest view","","","Chrome PC (Cadmium)","蠻好的人生：第 1 季：第 35 集（第 35 集）"
"00:18:09","2025-07-13 10:15:15","Celine","TW (Taiwan)","00:43:06","00:43:06","","","Chrome PC (Cadmium)","蠻好的人生：第 1 季：第 34 集（第 34 集）"
"00:23:40","2025-07-13 06:48:04","Celine","TW (Taiwan)","00:25:07","Not latest view","","","Chrome PC (Cadmium)","蠻好的人生：第 1 季：第 34 集（第 34 集）"
"00:10:42","2025-07-13 06:37:20","Celine","TW (Taiwan)","00:43:06","00:43:06","","","Chrome PC (Cadmium)","蠻好的人生：第 1 季：第 33 集（第 33 集）"
"00:01:04","2025-07-13 04:10:15","Santo","VN (Vietnam)","00:01:12","Not latest view","","","DefaultWidevineAndroidPhone","Dark Desire: Season 1: Love, That Word (Episode 4)"
"00:00:03","2025-07-13 04:03:32","Santo","VN (Vietnam)","00:00:08","Not latest view","","Autoplayed: user action: None; ","DefaultWidevineAndroidPhone","Dark Desire: Season 1: Love, That Word (Episode 4)"
"00:02:20","2025-07-13 04:01:11","Santo","VN (Vietnam)","00:32:57","00:32:57","","","DefaultWidevineAndroidPhone","Dark Desire: Season 1: What Common People Call Love (Episode 3)"
"00:00:08","2025-07-13 01:55:18","Santo","VN (Vietnam)","00:00:08","00:00:08","TRAILER","Autoplayed: user action: None; ","DefaultWidevineAndroidPhone","Dark Desire: Season 1_PVS_MEGA"
"00:01:04","2025-07-13 01:50:37","Santo","VN (Vietnam)","00:00:57","00:00:57","HOOK","Autoplayed: user action: None; ","DefaultWidevineAndroidPhone","Black Rose_hook_03_16x9"
"00:00:06","2025-07-13 01:50:00","Santo","VN (Vietnam)","00:00:06","00:00:06","HOOK","Autoplayed: user action: None; ","DefaultWidevineAndroidPhone","The Girl and the Gun_hook_01_16x9"
"00:00:13","2025-07-13 01:49:23","Santo","VN (Vietnam)","00:00:11","00:00:11","HOOK","Autoplayed: user action: None; ","DefaultWidevineAndroidPhone","Inciting Incident Clip: Les papillons noirs"
"00:00:12","2025-07-13 01:48:41","Santo","VN (Vietnam)","00:00:12","00:00:12","TEASER_TRAILER","Autoplayed: user action: None; ","DefaultWidevineAndroidPhone","Limited Series Teaser 2: Obsession"
"00:31:31","2025-07-12 17:10:37","Celine","TW (Taiwan)","00:32:24","Not latest view","","Autoplayed: user action: None; ","Chrome PC (Cadmium)","蠻好的人生：第 1 季：第 33 集（第 33 集）"
"00:02:46","2025-07-12 17:07:51","Celine","TW (Taiwan)","00:43:09","00:43:09","","","Chrome PC (Cadmium)","蠻好的人生：第 1 季：第 32 集（第 32 集）"
"00:32:52","2025-07-12 14:24:34","Celine","TW (Taiwan)","00:40:22","Not latest view","","","Chrome PC (Cadmium)","蠻好的人生：第 1 季：第 32 集（第 32 集）"
"00:17:17","2025-07-12 11:22:22","Celine","TW (Taiwan)","00:17:37","Not latest view","","","Chunghwa Telecom CHTMOD MVPD STB","菜鳥警察大叔：第 2 季：衝擊（第 1 集）"
"00:00:04","2025-07-12 11:21:58","Celine","TW (Taiwan)","00:00:04","00:00:04","HOOK","Autoplayed: user action: None; ","Chunghwa Telecom CHTMOD MVPD STB","預告 4：《夢幻拍檔》"
"00:05:47","2025-07-12 07:58:43","Celine","TW (Taiwan)","00:07:30","Not latest view","","","Chrome PC (Cadmium)","蠻好的人生：第 1 季：第 32 集（第 32 集）"
"00:41:44","2025-07-12 07:13:45","Celine","TW (Taiwan)","00:43:06","00:43:06","","","Chrome PC (Cadmium)","蠻好的人生：第 1 季：第 31 集（第 31 集）"
"00:11:07","2025-07-11 16:36:05","Celine","TW (Taiwan)","00:33:25","Not latest view","","","Chrome PC (Cadmium)","母胎單身戀愛大作戰：第 1 季：第 1 集（第 1 集）"
"00:42:01","2025-07-11 10:03:28","Celine","TW (Taiwan)","00:42:33","00:42:33","","","Chunghwa Telecom CHTMOD MVPD STB","菜鳥警察大叔：第 1 季：急墜直下（第 20 集）"
"00:31:27","2025-07-11 09:31:57","Celine","TW (Taiwan)","00:42:25","00:42:25","","","Chunghwa Telecom CHTMOD MVPD STB","菜鳥警察大叔：第 1 季：清單（第 19 集）"
"00:14:22","2025-07-11 03:05:21","Celine","TW (Taiwan)","00:22:18","Not latest view","","","Chrome PC (Cadmium)","母胎單身戀愛大作戰：第 1 季：第 1 集（第 1 集）"
"00:01:19","2025-07-10 16:30:13","Fiona","TW (Taiwan)","00:08:46","Not latest view","","","Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad","The Princess’s Gambit: Season 1: Episode 28 (Episode 28)"
"00:04:20","2025-07-10 13:01:30","Fiona","TW (Taiwan)","00:07:27","Not latest view","","","Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad","The Princess’s Gambit: Season 1: Episode 28 (Episode 28)"
"00:00:01","2025-07-10 13:01:27","Fiona","TW (Taiwan)","00:01:59","00:01:59","","","Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad","The Princess’s Gambit: Season 1: Episode 27 (Episode 27)"
"00:01:18","2025-07-10 12:45:57","Fiona","TW (Taiwan)","00:02:57","Not latest view","","","Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad","The Princess’s Gambit: Season 1: Episode 28 (Episode 28)"
"00:00:19","2025-07-10 12:45:32","Fiona","TW (Taiwan)","00:01:58","Not latest view","","","Apple iPad Pro 12.9 inch 3rd Gen Wi-Fi iPad","The Princess’s Gambit: Season 1: Episode 27 (Episode 27)"
"00:11:02","2025-07-10 10:08:57","Celine","TW (Taiwan)","00:11:02","Not latest view","","","Chunghwa Telecom CHTMOD MVPD STB","菜鳥警察大叔：第 1 季：清單（第 19 集）"
"00:28:40","2025-07-10 09:40:14","Celine","TW (Taiwan)","00:42:33","00:42:33","","","Chunghwa Telecom CHTMOD MVPD STB","菜鳥警察大叔：第 1 季：家園戰線（第 18 集）"
"00:01:37","2025-07-10 05:41:54","Celine","TW (Taiwan)","00:07:56","Not latest view","","","Chrome PC (Cadmium)","母胎單身戀愛大作戰：第 1 季：第 1 集（第 1 集）"
"00:06:19","2025-07-09 17:45:33","Celine","TW (Taiwan)","00:06:19","Not latest view","","","Chrome PC (Cadmium)","母胎單身戀愛大作戰：第 1 季：第 1 集（第 1 集）"
"00:06:36","2025-07-08 16:56:24","Santo","VN (Vietnam)","00:30:38","Not latest view","","","DefaultWidevineAndroidPhone","Dark Desire: Season 1: What Common People Call Love (Episode 3)"
"00:11:21","2025-07-08 11:00:54","Celine","TW (Taiwan)","00:13:58","Not latest view","","","Chunghwa Telecom CHTMOD MVPD STB","菜鳥警察大叔：第 1 季：家園戰線（第 18 集）"
"00:24:00","2025-07-07 15:08:22","Santo","VN (Vietnam)","00:24:06","Not latest view","","","DefaultWidevineAndroidPhone","Dark Desire: Season 1: What Common People Call Love (Episode 3)"
"00:00:09","2025-07-07 13:39:43","Fiona","TW (Taiwan)","00:00:09","00:00:09","TRAILER","Autoplayed: user action: None; ","Edge OSS - Windows (Cadmium)","Trailer: Almost Cops"
"00:00:05","2025-07-07 12:45:30","Santo","VN (Vietnam)","00:00:05","Not latest view","","","DefaultWidevineAndroidPhone","Dark Desire: Season 1: What Common People Call Love (Episode 3)"
"00:00:48","2025-07-07 12:43:47","Santo","VN (Vietnam)","00:00:47","00:00:47","TRAILER","Autoplayed: user action: None; ","DefaultWidevineAndroidPhone","Season 2 Trailer: Dark Desire"
"00:01:38","2025-07-07 12:41:22","Santo","VN (Vietnam)","00:01:37","Not latest view","TRAILER","Autoplayed: user action: None; ","DefaultWidevineAndroidPhone","Season 2 Trailer: Dark Desire"
"00:00:05","2025-07-07 12:34:50","Santo","VN (Vietnam)","00:00:01","00:00:01","HOOK","Autoplayed: user action: None; ","DefaultWidevineAndroidPhone","Vikings: Season 1 - CLM 4"
"00:18:04","2025-07-07 11:07:31","Celine","TW (Taiwan)","00:43:12","00:43:12","","","TPV PHTV19AMT0  Smart TV","富都青年"
"00:00:25","2025-07-07 11:07:03","Celine","TW (Taiwan)","00:00:25","00:00:25","HOOK","Autoplayed: user action: User_Interaction; ","TPV PHTV19AMT0  Smart TV","Abang Adik_hook_primary_16x9"
"00:00:49","2025-07-07 11:05:48","Celine","TW (Taiwan)","00:00:49","00:00:49","TRAILER","Autoplayed: user action: None; ","TPV PHTV19AMT0  Smart TV","預告：《盧卡的世界》"
"00:00:21","2025-07-07 11:05:19","Celine","TW (Taiwan)","00:00:21","00:00:21","HOOK","Autoplayed: user action: None; ","TPV PHTV19AMT0  Smart TV","Memoirs of a Geisha_hook_primary_16x9"
"00:00:04","2025-07-07 11:04:41","Celine","TW (Taiwan)","00:00:04","00:00:04","TRAILER","Autoplayed: user action: None; ","TPV PHTV19AMT0  Smart TV","預告：《酸酸甜甜愛上你》"
"00:00:45","2025-07-07 11:03:29","Celine","TW (Taiwan)","00:00:45","00:00:45","HOOK","Autoplayed: user action: User_Interaction; ","TPV PHTV19AMT0  Smart TV","When Marnie Was There_hook_05_16x9"
"00:00:11","2025-07-07 11:03:13","Celine","TW (Taiwan)","00:00:11","00:00:11","HOOK","Autoplayed: user action: None; ","TPV PHTV19AMT0  Smart TV","The Rose of Versailles_hook_02_16x9"
"00:00:21","2025-07-07 11:02:42","Celine","TW (Taiwan)","00:00:21","00:00:21","HOOK","Autoplayed: user action: None; ","TPV PHTV19AMT0  Smart TV","Nausicaä of the Valley of the Wind_hook_01_16x9"
"00:00:21","2025-07-07 11:02:09","Celine","TW (Taiwan)","00:00:21","00:00:21","TRAILER","Autoplayed: user action: None; ","TPV PHTV19AMT0  Smart TV","預告：《新神榜：哪吒重生》"
"00:00:16","2025-07-07 11:01:50","Celine","TW (Taiwan)","00:00:16","00:00:16","HOOK","Autoplayed: user action: None; ","TPV PHTV19AMT0  Smart TV","Detective Conan Movie: The Fourteenth Target_hook_03_16x9"
"00:00:08","2025-07-07 11:01:30","Celine","TW (Taiwan)","00:00:08","00:00:08","HOOK","Autoplayed: user action: None; ","TPV PHTV19AMT0  Smart TV","Detective Conan Movie: Eleventh Striker_hook_05_16x9"
"00:00:04","2025-07-07 11:01:12","Celine","TW (Taiwan)","00:00:04","00:00:04","HOOK","Autoplayed: user action: None; ","TPV PHTV19AMT0  Smart TV","Detective Conan Movie: Full Score of Fear_hook_01_16x9"
"00:00:59","2025-07-07 10:59:27","Celine","TW (Taiwan)","00:00:59","00:00:59","TRAILER","Autoplayed: user action: None; ","TPV PHTV19AMT0  Smart TV","預告：《飢渴遊戲》"
"00:00:19","2025-07-07 10:58:17","Celine","TW (Taiwan)","00:00:19","00:00:19","HOOK","Autoplayed: user action: None; ","TPV PHTV19AMT0  Smart TV","Death Whisperer_hook_primary_16x9_backfill"
"00:00:06","2025-07-07 10:58:01","Celine","TW (Taiwan)","00:00:06","00:00:06","HOOK","Autoplayed: user action: None; ","TPV PHTV19AMT0  Smart TV","Parasite (Korean)_hook_02_16x9_backfill"
"00:00:13","2025-07-07 10:57:29","Celine","TW (Taiwan)","00:00:13","00:00:13","TRAILER","Autoplayed: user action: None; ","TPV PHTV19AMT0  Smart TV","預告：《無論如何我愛你》"
"00:00:22","2025-07-07 10:56:45","Celine","TW (Taiwan)","00:00:22","00:00:22","HOOK","Autoplayed: user action: None; ","TPV PHTV19AMT0  Smart TV","Weathering With You_hook_primary_16x9_backfill"
"00:00:11","2025-07-07 10:56:31","Celine","TW (Taiwan)","00:00:11","Not latest view","HOOK","Autoplayed: user action: None; ","TPV PHTV19AMT0  Smart TV","Memoirs of a Geisha_hook_primary_16x9"
"00:00:04","2025-07-07 08:54:06","Celine","TW (Taiwan)","00:00:04","00:00:04","TRAILER","Autoplayed: user action: None; ","TPV PHTV19AMT0  Smart TV","預告：《孤味》"
"00:01:57","2025-07-07 08:50:52","Celine","TW (Taiwan)","00:01:57","Not latest view","TRAILER","Autoplayed: user action: None; ","TPV PHTV19AMT0  Smart TV","預告：《飢渴遊戲》"
"00:00:12","2025-07-07 08:50:18","Celine","TW (Taiwan)","00:00:12","00:00:12","TRAILER","Autoplayed: user action: None; ","TPV PHTV19AMT0  Smart TV","預告：《除惡使者》"
"00:16:48","2025-07-07 08:31:56","Celine","TW (Taiwan)","00:16:48","00:16:48","","","TPV PHTV19AMT0  Smart TV","浴血黑幫：第 1 季：第 1 集（第 1 集）"
"00:01:21","2025-07-06 14:34:40","Fiona","TW (Taiwan)","00:03:57","00:03:57","","","Edge OSS - Windows (Cadmium)","The Princess’s Gambit: Season 1: Episode 24 (Episode 24)"
"00:00:07","2025-07-06 14:33:10","Fiona","TW (Taiwan)","00:00:07","00:00:07","HOOK","Autoplayed: user action: None; ","Edge OSS - Windows (Cadmium)","Detective Conan Movie: Black Iron Submarine_hook_01_16x9"
"00:00:07","2025-07-06 14:10:38","Celine","TW (Taiwan)","00:00:07","00:00:07","HOOK","Autoplayed: user action: None; ","Chrome PC (Cadmium)","DAN DA DAN: Season 2_hook_03"
"00:00:58","2025-07-06 13:46:10","Fiona","TW (Taiwan)","00:02:38","Not latest view","","","Apple iPhone 13 Pro Max","The Princess’s Gambit: Season 1: Episode 24 (Episode 24)"
"00:00:06","2025-07-06 11:39:54","Celine","TW (Taiwan)","00:00:06","00:00:06","TRAILER","Autoplayed: user action: None; ","Chrome PC (Cadmium)","預告：《未知的首爾》"
"00:28:49","2025-07-06 11:03:25","Celine","TW (Taiwan)","00:43:13","00:43:13","","","Chrome PC (Cadmium)","蠻好的人生：第 1 季：第 30 集（第 30 集）"
"00:12:57","2025-07-06 09:18:52","Celine","TW (Taiwan)","00:14:24","Not latest view","","","Chrome PC (Cadmium)","蠻好的人生：第 1 季：第 30 集（第 30 集）"
"00:03:33","2025-07-06 09:15:19","Celine","TW (Taiwan)","00:43:07","00:43:07","","","Chrome PC (Cadmium)","蠻好的人生：第 1 季：第 29 集（第 29 集）"
"00:32:41","2025-07-06 07:11:42","Celine","TW (Taiwan)","00:39:34","Not latest view","","","Chrome PC (Cadmium)","蠻好的人生：第 1 季：第 29 集（第 29 集）"
"00:00:06","2025-07-06 07:00:19","Celine","TW (Taiwan)","00:00:07","00:00:07","HOOK","Autoplayed: user action: None; ","Chunghwa Telecom CHTMOD MVPD STB","第 1 季（預告 8）：《光逝去的夏天》"
"00:00:08","2025-07-06 07:00:03","Celine","TW (Taiwan)","00:00:08","00:00:08","","","Chunghwa Telecom CHTMOD MVPD STB","光逝去的夏天：第 1 季：代替品（第 1 集）"
"00:00:09","2025-07-06 06:59:48","Celine","TW (Taiwan)","00:00:09","Not latest view","","","Chunghwa Telecom CHTMOD MVPD STB","光逝去的夏天：第 1 季：代替品（第 1 集）"
"00:05:41","2025-07-05 18:16:03","Celine","TW (Taiwan)","00:06:52","Not latest view","","","Chrome PC (Cadmium)","蠻好的人生：第 1 季：第 29 集（第 29 集）"
"00:15:25","2025-07-05 17:42:12","Celine","TW (Taiwan)","00:43:08","00:43:08","","","Chrome PC (Cadmium)","蠻好的人生：第 1 季：第 28 集（第 28 集）"
"00:13:12","2025-07-05 16:23:17","Celine","TW (Taiwan)","00:27:53","Not latest view","","","Chrome PC (Cadmium)","蠻好的人生：第 1 季：第 28 集（第 28 集）"
"00:14:05","2025-07-05 15:24:29","Celine","TW (Taiwan)","00:15:31","Not latest view","","","Chrome PC (Cadmium)","蠻好的人生：第 1 季：第 28 集（第 28 集）"
"00:13:09","2025-07-05 14:57:22","Celine","TW (Taiwan)","00:43:07","00:43:07","","","Chrome PC (Cadmium)","蠻好的人生：第 1 季：第 27 集（第 27 集）"
"00:28:31","2025-07-05 13:55:37","Celine","TW (Taiwan)","00:29:58","Not latest view","","","Chrome PC (Cadmium)","蠻好的人生：第 1 季：第 27 集（第 27 集）"
"00:41:55","2025-07-05 12:38:05","Celine","TW (Taiwan)","00:43:08","00:43:08","","","Chrome PC (Cadmium)","蠻好的人生：第 1 季：第 26 集（第 26 集）"
"00:02:39","2025-07-05 12:36:27","Celine","TW (Taiwan)","00:02:39","Not latest view","","","Chunghwa Telecom CHTMOD MVPD STB","菜鳥警察大叔：第 1 季：家園戰線（第 18 集）"
"00:17:29","2025-07-05 12:07:40","Celine","TW (Taiwan)","00:17:29","00:17:29","","Autoplayed: user action: User_Interaction; ","TPV PHTV19AMT0  Smart TV","Kpop 獵魔女團"
"00:01:08","2025-07-05 12:06:01","Celine","TW (Taiwan)","00:01:08","00:01:08","HOOK","Autoplayed: user action: None; ","TPV PHTV19AMT0  Smart TV","哥吉拉 -1.0（預告 2）：《哥吉拉 -1.0》"
"00:41:34","2025-07-05 11:54:04","Celine","TW (Taiwan)","00:41:34","00:41:34","","","Chunghwa Telecom CHTMOD MVPD STB","菜鳥警察大叔：第 1 季：天搖地動（第 17 集）"
"00:00:20","2025-07-05 10:59:17","Celine","TW (Taiwan)","00:00:20","Not latest view","HOOK","Autoplayed: user action: None; ","TPV PHTV19AMT0  Smart TV","Chef_hook_01_16x9_backfill"
"00:00:08","2025-07-05 10:58:38","Celine","TW (Taiwan)","00:00:08","00:00:08","HOOK","Autoplayed: user action: None; ","TPV PHTV19AMT0  Smart TV","Detective Conan Movie: Black Iron Submarine_hook_04_16x9"
"00:00:11","2025-07-05 10:58:10","Celine","TW (Taiwan)","00:00:11","Not latest view","HOOK","Autoplayed: user action: None; ","TPV PHTV19AMT0  Smart TV","Detective Conan Movie: Black Iron Submarine_hook_04_16x9"
"00:00:43","2025-07-05 10:41:30","Fiona","TW (Taiwan)","00:00:43","00:00:43","HOOK","Autoplayed: user action: None; ","Edge OSS - Windows (Cadmium)","Blossom: Season 1_hook_primary_16x9"
"00:42:34","2025-07-05 10:18:49","Celine","TW (Taiwan)","00:42:34","00:42:34","","","Chunghwa Telecom CHTMOD MVPD STB","菜鳥警察大叔：第 1 季：綠燈（第 16 集）"
"00:02:19","2025-07-05 10:16:24","Celine","TW (Taiwan)","00:41:57","00:41:57","","","Chunghwa Telecom CHTMOD MVPD STB","菜鳥警察大叔：第 1 季：追捕行動（第 15 集）"
"00:33:39","2025-07-05 10:06:32","Fiona","TW (Taiwan)","00:35:26","00:35:26","","","Edge OSS - Windows (Cadmium)","The Princess’s Gambit: Season 1: Episode 22 (Episode 22)"
"00:00:06","2025-07-05 10:06:21","Fiona","TW (Taiwan)","00:41:27","00:41:27","","","Edge OSS - Windows (Cadmium)","The Princess’s Gambit: Season 1: Episode 20 (Episode 20)"
"00:00:02","2025-07-05 10:06:11","Fiona","TW (Taiwan)","00:25:07","00:25:07","","","Edge OSS - Windows (Cadmium)","The Prisoner of Beauty: Season 1: Episode 19 (Episode 19)"
"00:08:13","2025-07-05 07:04:06","Fiona","TW (Taiwan)","00:25:04","Not latest view","","","Edge OSS - Windows (Cadmium)","The Prisoner of Beauty: Season 1: Episode 19 (Episode 19)"
"00:11:16","2025-07-05 06:52:37","Fiona","TW (Taiwan)","00:34:53","00:34:53","","","Edge OSS - Windows (Cadmium)","Forget You Not: Season 1: No Other Choice (Episode 5)"
"00:12:59","2025-07-05 06:01:58","Celine","TW (Taiwan)","00:39:39","Not latest view","","","Chunghwa Telecom CHTMOD MVPD STB","菜鳥警察大叔：第 1 季：追捕行動（第 15 集）"
"00:00:16","2025-07-04 17:58:45","Fiona","TW (Taiwan)","00:00:16","00:00:16","HOOK","Autoplayed: user action: None; ","Edge OSS - Windows (Cadmium)","A Dream of Splendor: Season 1_hook_01_16x9"
"00:40:11","2025-07-04 16:26:40","Fiona","TW (Taiwan)","00:41:26","Not latest view","","","Edge OSS - Windows (Cadmium)","The Princess’s Gambit: Season 1: Episode 20 (Episode 20)"
"00:00:17","2025-07-04 16:26:07","Fiona","TW (Taiwan)","00:02:11","Not latest view","","","Edge OSS - Windows (Cadmium)","The Princess’s Gambit: Season 1: Episode 20 (Episode 20)"
"00:23:12","2025-07-04 11:15:41","Celine","TW (Taiwan)","00:26:45","Not latest view","","","Chunghwa Telecom CHTMOD MVPD STB","菜鳥警察大叔：第 1 季：追捕行動（第 15 集）"
"00:00:07","2025-07-03 16:33:52","Celine","TW (Taiwan)","00:00:07","00:00:07","","","Chrome PC (Cadmium)","魷魚遊戲：眾星對談"
"00:21:16","2025-07-03 16:10:26","Celine","TW (Taiwan)","00:48:40","00:48:40","","","Chrome PC (Cadmium)","魷魚遊戲：第 3 季：人性……（第 6 集）"
"00:00:17","2025-07-03 14:35:46","Fiona","TW (Taiwan)","00:00:17","00:00:17","HOOK","Autoplayed: user action: None; ","Edge OSS - Windows (Cadmium)","In the Name of Blossom: Season 1_hook_primary"
"00:02:23","2025-07-03 14:33:15","Fiona","TW (Taiwan)","00:36:24","00:36:24","","","Edge OSS - Windows (Cadmium)","Kill Me Love Me: Season 1: Episode 2 (Episode 2)"
"00:00:06","2025-07-03 14:33:02","Fiona","TW (Taiwan)","00:00:06","00:00:06","HOOK","Autoplayed: user action: None; ","Edge OSS - Windows (Cadmium)","Kill Me Love Me: Season 1_hook_04_16x9"
"00:10:06","2025-07-03 14:18:50","Fiona","TW (Taiwan)","00:23:37","Not latest view","","","Edge OSS - Windows (Cadmium)","Forget You Not: Season 1: No Other Choice (Episode 5)"
"00:01:14","2025-07-03 11:27:00","Fiona","TW (Taiwan)","00:14:58","Not latest view","","","Edge OSS - Windows (Cadmium)","Forget You Not: Season 1: No Other Choice (Episode 5)"
"00:40:30","2025-07-03 10:07:08","Fiona","TW (Taiwan)","00:41:45","00:41:45","","","Edge OSS - Windows (Cadmium)","The Princess’s Gambit: Season 1: Episode 18 (Episode 18)"
"00:00:06","2025-07-03 10:07:01","Fiona","TW (Taiwan)","00:00:06","00:00:06","","","Edge OSS - Windows (Cadmium)","The Princess’s Gambit: Season 1: Episode 17 (Episode 17)"
"00:36:16","2025-07-03 04:36:39","Fiona","TW (Taiwan)","00:38:00","00:38:00","","","Edge OSS - Windows (Cadmium)","The Princess’s Gambit: Season 1: Episode 16 (Episode 16)"
"00:00:09","2025-07-03 04:29:24","Fiona","TW (Taiwan)","00:01:49","Not latest view","","","Edge OSS - Windows (Cadmium)","The Princess’s Gambit: Season 1: Episode 16 (Episode 16)"
"00:00:19","2025-07-03 04:05:46","Fiona","TW (Taiwan)","00:00:19","00:00:19","HOOK","Autoplayed: user action: None; ","Apple iPhone 13 Pro Max","The Princess's Gambit: Season 1_hook_02"
"00:27:13","2025-07-03 03:28:22","Celine","TW (Taiwan)","00:27:24","Not latest view","","","Chrome PC (Cadmium)","魷魚遊戲：第 3 季：人性……（第 6 集）"
"00:00:29","2025-07-03 03:27:51","Celine","TW (Taiwan)","00:57:00","00:57:00","","","Chrome PC (Cadmium)","魷魚遊戲：第 3 季：○△□（第 5 集）"
"00:47:11","2025-07-03 03:19:24","Fiona","TW (Taiwan)","00:47:49","00:47:49","","","Edge OSS - Windows (Cadmium)","The Princess’s Gambit: Season 1: Episode 15 (Episode 15)"
"00:40:31","2025-07-03 01:38:09","Fiona","TW (Taiwan)","00:40:42","00:40:42","","","Edge OSS - Windows (Cadmium)","The Princess’s Gambit: Season 1: Episode 14 (Episode 14)"
"00:42:21","2025-07-03 00:55:44","Fiona","TW (Taiwan)","00:43:58","00:43:58","","","Edge OSS - Windows (Cadmium)","The Princess’s Gambit: Season 1: Episode 13 (Episode 13)"
"00:40:28","2025-07-02 17:51:14","Fiona","TW (Taiwan)","00:42:19","00:42:19","","","Edge OSS - Windows (Cadmium)","The Princess’s Gambit: Season 1: Episode 12 (Episode 12)"
"00:38:19","2025-07-02 17:08:54","Fiona","TW (Taiwan)","00:43:50","00:43:50","","","Edge OSS - Windows (Cadmium)","The Princess’s Gambit: Season 1: Episode 11 (Episode 11)"
"00:39:13","2025-07-02 16:23:08","Fiona","TW (Taiwan)","00:39:22","00:39:22","","","Edge OSS - Windows (Cadmium)","The Princess’s Gambit: Season 1: Episode 10 (Episode 10)"
"00:56:17","2025-07-02 15:57:17","Celine","TW (Taiwan)","00:56:30","Not latest view","","","Chrome PC (Cadmium)","魷魚遊戲：第 3 季：○△□（第 5 集）"
"00:04:07","2025-07-02 15:53:07","Celine","TW (Taiwan)","01:00:14","01:00:14","","","Chrome PC (Cadmium)","魷魚遊戲：第 3 季：222（第 4 集）"
"00:40:49","2025-07-02 15:34:56","Fiona","TW (Taiwan)","00:39:30","00:39:30","","","Edge OSS - Windows (Cadmium)","The Princess’s Gambit: Season 1: Episode 9 (Episode 9)"
"00:25:33","2025-07-02 15:04:52","Fiona","TW (Taiwan)","00:44:19","00:44:19","","","Edge OSS - Windows (Cadmium)","The Princess’s Gambit: Season 1: Episode 8 (Episode 8)"
"00:04:40","2025-07-02 14:59:20","Fiona","TW (Taiwan)","00:18:16","Not latest view","","","Apple iPhone 13 Pro Max","The Princess’s Gambit: Season 1: Episode 8 (Episode 8)"
"00:11:46","2025-07-02 14:08:15","Fiona","TW (Taiwan)","00:13:36","Not latest view","","","Apple iPhone 13 Pro Max","The Princess’s Gambit: Season 1: Episode 8 (Episode 8)"
"00:25:35","2025-07-02 13:37:26","Fiona","TW (Taiwan)","00:37:48","00:37:48","","","Apple iPhone 13 Pro Max","The Princess’s Gambit: Season 1: Episode 7 (Episode 7)"
"00:16:03","2025-07-02 10:33:34","Celine","TW (Taiwan)","00:56:07","Not latest view","","","Chrome PC (Cadmium)","魷魚遊戲：第 3 季：222（第 4 集）"
